,Taxonomy,Parent,Child
832,CoRel1,dessert,mochas
833,CoRel1,dessert,chai tea latte
834,CoRel1,dessert,white mocha
835,CoRel1,dessert,iced latte
836,CoRel1,dessert,brew
837,CoRel1,dessert,caffeine
838,CoRel1,dessert,caffeinated
839,CoRel1,dessert,chai tea
840,CoRel1,dessert,brewed
841,CoRel1,dessert,expresso
842,CoRel1,dessert,carafe
843,CoRel1,dessert,strength
844,CoRel1,dessert,oj
845,CoRel1,dessert,cappuccinos
846,CoRel1,dessert,espresso machine
847,CoRel1,dessert,java
848,CoRel1,dessert,venti
849,CoRel1,dessert,almond milk
850,CoRel1,dessert,syrup
851,CoRel1,dessert,waffle
852,CoRel1,dessert,maple syrup
853,CoRel1,dessert,whipped cream
854,CoRel1,dessert,maple
855,CoRel1,dessert,real maple syrup
856,CoRel1,dessert,biscuit
857,CoRel1,dessert,waffles
858,CoRel1,dessert,drizzle
859,CoRel1,dessert,whip cream
860,CoRel1,dessert,powdered sugar
861,CoRel1,dessert,sprinkled
862,CoRel1,dessert,brown sugar
863,CoRel1,dessert,hollandaise sauce
864,CoRel1,dessert,bananas
865,CoRel1,dessert,buttermilk
866,CoRel1,dessert,compote
867,CoRel1,dessert,drizzled
868,CoRel1,dessert,bacon
869,CoRel1,dessert,chocolate chips
870,CoRel1,dessert,peameal bacon
871,CoRel1,dessert,crispy bacon
872,CoRel1,dessert,cheddar cheese
873,CoRel1,dessert,gravy
874,CoRel1,dessert,smothered
875,CoRel1,dessert,hollandaise
876,CoRel1,dessert,hash brown
877,CoRel1,dessert,dusted
878,CoRel1,dessert,sourdough toast
879,CoRel1,dessert,pecans
880,CoRel1,dessert,seasoned potatoes
881,CoRel1,dessert,toast
882,CoRel1,dessert,taters
883,CoRel1,dessert,strawberry jam
884,CoRel1,dessert,blueberries
885,CoRel1,dessert,powdered
886,CoRel1,dessert,sausage links
887,CoRel1,dessert,breakfast potatoes
888,CoRel1,dessert,belgian
889,CoRel1,dessert,strawberries
890,CoRel1,dessert,texas toast
891,CoRel1,dessert,milk shake
892,CoRel1,dessert,hamburger patty
893,CoRel1,dessert,sprinkle
894,CoRel1,dessert,short stack
895,CoRel1,dessert,muffin
896,CoRel1,dessert,poached eggs
897,CoRel1,dessert,swiss cheese
898,CoRel1,dessert,hash browns
899,CoRel1,dessert,runny
900,CoRel1,dessert,apple pie
901,CoRel1,dessert,mini
902,CoRel1,dessert,shake
903,CoRel1,dessert,monster
904,CoRel1,dessert,banana
905,CoRel1,dessert,corn dog
906,CoRel1,dessert,peanut butter and jelly
907,CoRel1,dessert,pb
908,CoRel1,dessert,smores
909,CoRel1,dessert,double
910,CoRel1,dessert,unicorn
911,CoRel1,dessert,giant
912,CoRel1,dessert,churro
913,CoRel1,dessert,snickers
914,CoRel1,dessert,triple
915,CoRel1,dessert,nacho
916,CoRel1,dessert,reg
917,CoRel1,dessert,big ass
918,CoRel1,dessert,mega
919,CoRel1,dessert,turtle
920,CoRel1,dessert,daddy
921,CoRel1,dessert,ice cream cone
922,CoRel1,dessert,volcano
923,CoRel1,dessert,elvis
924,CoRel1,dessert,choco
925,CoRel1,dessert,loco
926,CoRel1,dessert,kiddo
927,CoRel1,dessert,cones
928,CoRel1,dessert,milkshake
929,CoRel1,dessert,captain crunch
930,CoRel1,dessert,popcorn
931,CoRel1,dessert,batman
932,CoRel1,dessert,pretzel
933,CoRel1,dessert,reese
934,CoRel1,dessert,cookie monster
935,CoRel1,dessert,pumpkin pie
936,CoRel1,dessert,anywho
937,CoRel1,dessert,monkey
938,CoRel1,dessert,ultimate
939,CoRel1,dessert,oreo cookie
940,CoRel1,dessert,stack
941,CoRel1,dessert,sundae
942,CoRel1,dessert,pretty damn
943,CoRel1,dessert,kids meal
944,CoRel1,dessert,gigantic
945,CoRel1,dessert,nuff
946,CoRel1,dessert,rebel
947,CoRel1,dessert,lemon
948,CoRel1,dessert,sorbet
949,CoRel1,dessert,strawberry
950,CoRel1,dessert,blueberry
951,CoRel1,dessert,lemonade
952,CoRel1,dessert,watermelon
953,CoRel1,dessert,grapefruit
954,CoRel1,dessert,pear
955,CoRel1,dessert,bellini
956,CoRel1,dessert,kiwi
957,CoRel1,dessert,rhubarb
958,CoRel1,dessert,blackberry
959,CoRel1,dessert,mint
960,CoRel1,dessert,berry
961,CoRel1,dessert,cherry
962,CoRel1,dessert,blueberries
963,CoRel1,dessert,peach
964,CoRel1,dessert,bitters
965,CoRel1,dessert,pomegranate
966,CoRel1,dessert,blood orange
967,CoRel1,dessert,honeydew
968,CoRel1,dessert,pulp
969,CoRel1,dessert,cranberry
970,CoRel1,dessert,grape
971,CoRel1,dessert,sparkling wine
972,CoRel1,dessert,lemon juice
973,CoRel1,dessert,hibiscus
974,CoRel1,dessert,grand marnier
975,CoRel1,dessert,raspberries
976,CoRel1,dessert,citrus
977,CoRel1,dessert,minty
978,CoRel1,dessert,lime
979,CoRel1,dessert,gin
980,CoRel1,dessert,melon
981,CoRel1,dessert,grey goose
982,CoRel1,dessert,strawberries
983,CoRel1,dessert,cucumber
984,CoRel1,dessert,simple syrup
985,CoRel1,dessert,fizz
986,CoRel1,dessert,cleanser
987,CoRel1,dessert,mojito
988,CoRel1,dessert,pina colada
989,CoRel1,dessert,limoncello
990,CoRel1,dessert,vodka
991,CoRel1,dessert,martini
992,CoRel1,dessert,refresher
993,CoRel1,dessert,sherbet
994,CoRel1,dessert,lychee
995,CoRel1,dessert,grapes
996,CoRel1,dessert,rose
997,CoRel1,dessert,rice pudding
998,CoRel1,dessert,naan
1000,CoRel1,dessert,raita
1001,CoRel1,dessert,tandoori chicken
1002,CoRel1,dessert,gulab jamun
1003,CoRel1,dessert,yogurt
1004,CoRel1,dessert,paneer
1005,CoRel1,dessert,chicken tikka
1006,CoRel1,dessert,samosa
1007,CoRel1,dessert,chaat
1008,CoRel1,dessert,tikka masala
1009,CoRel1,dessert,baklava
1010,CoRel1,dessert,sambar
1011,CoRel1,dessert,lamb curry
1012,CoRel1,dessert,dal
1013,CoRel1,dessert,chutney
1014,CoRel1,dessert,paratha
1015,CoRel1,dessert,afghani
1016,CoRel1,dessert,tandoor
1017,CoRel1,dessert,chutneys
1018,CoRel1,dessert,pita bread
1019,CoRel1,dessert,butter
1020,CoRel1,dessert,tahini
1021,CoRel1,dessert,korma
1022,CoRel1,dessert,dosa
1023,CoRel1,dessert,biryani
1024,CoRel1,dessert,roti
1025,CoRel1,dessert,saag
1026,CoRel1,dessert,palak paneer
1027,CoRel1,dessert,basmati rice
1028,CoRel1,dessert,lamb vindaloo
1029,CoRel1,dessert,daal
1030,CoRel1,dessert,chicken tikka masala
1031,CoRel1,dessert,samosas
1032,CoRel1,dessert,aloo gobi
1033,CoRel1,dessert,goat
1034,CoRel1,dessert,lassi
1035,CoRel1,dessert,masala
1036,CoRel1,dessert,tabouli
1037,CoRel1,dessert,injera
1038,CoRel1,dessert,hummus
1039,CoRel1,dessert,aloo
1040,CoRel1,dessert,dipping
1041,CoRel1,dessert,sambhar
1042,CoRel1,dessert,tikka
1043,CoRel1,dessert,pita
1044,CoRel1,dessert,humus
1045,CoRel1,dessert,lentil
1046,CoRel1,dessert,mutton
1047,CoRel1,dessert,tapioca
1048,CoRel1,dessert,grass jelly
1049,CoRel1,dessert,green tea
1050,CoRel1,dessert,milk
1051,CoRel1,dessert,pudding
1052,CoRel1,dessert,hokkaido
1053,CoRel1,dessert,tea
1054,CoRel1,dessert,winter melon
1055,CoRel1,dessert,slush
1056,CoRel1,dessert,bubble tea
1057,CoRel1,dessert,matcha
1058,CoRel1,dessert,lychee jelly
1059,CoRel1,dessert,shaved ice
1060,CoRel1,dessert,oolong
1061,CoRel1,dessert,jasmine
1062,CoRel1,dessert,honey boba
1063,CoRel1,dessert,sago
1064,CoRel1,dessert,boba
1065,CoRel1,dessert,taro
1066,CoRel1,dessert,pearls
1067,CoRel1,dessert,durian
1068,CoRel1,dessert,black tea
1069,CoRel1,dessert,ice
1070,CoRel1,dessert,bubble teas
1071,CoRel1,dessert,boba milk tea
1072,CoRel1,dessert,earl grey
1073,CoRel1,dessert,milk teas
1074,CoRel1,dessert,boba tea
1075,CoRel1,dessert,mango slush
1076,CoRel1,dessert,chatime
1077,CoRel1,dessert,bbt
1078,CoRel1,dessert,lychee
1079,CoRel1,dessert,frappe
1080,CoRel1,dessert,oolong tea
1081,CoRel1,dessert,soy milk
1082,CoRel1,dessert,shaved snow
1083,CoRel1,dessert,soft serve
1084,CoRel1,dessert,tsujiri
1085,CoRel1,dessert,condensed milk
1086,CoRel1,dessert,iced
1087,CoRel1,dessert,okinawa
1088,CoRel1,dessert,sesame
1089,CoRel1,dessert,kung fu tea
1090,CoRel1,dessert,slushie
1091,CoRel1,dessert,powder
1092,CoRel1,dessert,honey toast
1093,CoRel1,dessert,creams
1094,CoRel1,dessert,kung fu
1095,CoRel1,dessert,slushes
1096,CoRel1,dessert,milky
1097,CoRel1,dessert,bolognese
1098,CoRel1,dessert,penne
1099,CoRel1,dessert,rigatoni
1100,CoRel1,dessert,gnocchi
1101,CoRel1,dessert,pasta dish
1102,CoRel1,dessert,ravioli
1103,CoRel1,dessert,tortellini
1104,CoRel1,dessert,linguini
1105,CoRel1,dessert,fettuccine
1106,CoRel1,dessert,linguine
1107,CoRel1,dessert,bucatini
1108,CoRel1,dessert,carbonara
1109,CoRel1,dessert,lasagna
1110,CoRel1,dessert,spaghetti
1111,CoRel1,dessert,tagliatelle
1112,CoRel1,dessert,pomodoro
1113,CoRel1,dessert,cavatelli
1114,CoRel1,dessert,alfredo
1115,CoRel1,dessert,pappardelle
1116,CoRel1,dessert,baked ziti
1117,CoRel1,dessert,primavera
1118,CoRel1,dessert,ziti
1119,CoRel1,dessert,pasta
1120,CoRel1,dessert,manicotti
1121,CoRel1,dessert,ragu
1122,CoRel1,dessert,risotto
1123,CoRel1,dessert,gnocci
1124,CoRel1,dessert,chicken piccata
1125,CoRel1,dessert,meatballs
1126,CoRel1,dessert,chicken parmesan
1127,CoRel1,dessert,veal
1128,CoRel1,dessert,caprese salad
1129,CoRel1,dessert,alla
1130,CoRel1,dessert,alfredo sauce
1131,CoRel1,dessert,veal parm
1132,CoRel1,dessert,funghi
1133,CoRel1,dessert,marinara
1134,CoRel1,dessert,tomato sauce
1135,CoRel1,dessert,scampi
1136,CoRel1,dessert,rapini
1137,CoRel1,dessert,mare
1138,CoRel1,dessert,fettuccini
1139,CoRel1,dessert,fettuccine alfredo
1140,CoRel1,dessert,ricotta
1141,CoRel1,dessert,pesto
1142,CoRel1,dessert,homemade pasta
1143,CoRel1,dessert,chicken parm
1144,CoRel1,dessert,raviolis
1145,CoRel1,dessert,prosciutto
1146,CoRel1,dessert,cannelloni
1147,CoRel1,dessert,flavored
1148,CoRel1,dessert,apple cider
1149,CoRel1,dessert,apple
1150,CoRel1,dessert,raspberry
1151,CoRel1,dessert,peach
1152,CoRel1,dessert,cider
1153,CoRel1,dessert,cinnamon
1154,CoRel1,dessert,ale
1155,CoRel1,dessert,wheat beer
1156,CoRel1,dessert,stout
1157,CoRel1,dessert,cherry
1158,CoRel1,dessert,hefeweizen
1159,CoRel1,dessert,grapefruit
1160,CoRel1,dessert,guava
1161,CoRel1,dessert,blood orange
1162,CoRel1,dessert,blackberry
1163,CoRel1,dessert,cranberry
1164,CoRel1,dessert,ginger beer
1165,CoRel1,dessert,fruity
1166,CoRel1,dessert,limeade
1167,CoRel1,dessert,orange blossom
1168,CoRel1,dessert,fizz
1169,CoRel1,dessert,hoppy
1170,CoRel1,dessert,orange
1171,CoRel1,dessert,kentucky
1172,CoRel1,dessert,ipa
1173,CoRel1,dessert,pear
1174,CoRel1,dessert,apricot
1175,CoRel1,dessert,concoction
1176,CoRel1,dessert,guinness
1177,CoRel1,dessert,porter
1178,CoRel1,dessert,watermelon
1179,CoRel1,dessert,pale ale
1180,CoRel1,dessert,cold brew coffee
1181,CoRel1,dessert,moon
1182,CoRel1,dessert,rum
1183,CoRel1,dessert,hibiscus
1184,CoRel1,dessert,bitter
1185,CoRel1,dessert,bottled
1186,CoRel1,dessert,passion fruit
1187,CoRel1,dessert,grapefruit juice
1188,CoRel1,dessert,syrupy
1189,CoRel1,dessert,hefe
1190,CoRel1,dessert,sours
1191,CoRel1,dessert,prickly pear
1192,CoRel1,dessert,simple syrup
1193,CoRel1,dessert,bourbon
1194,CoRel1,dessert,lager
1195,CoRel1,dessert,infused
1196,CoRel1,dessert,plum
1197,CoRel1,rice,sesame oil
1198,CoRel1,rice,spicy sauce
1199,CoRel1,rice,scallions
1200,CoRel1,rice,green onions
1201,CoRel1,rice,soy sauce
1202,CoRel1,rice,sriracha
1203,CoRel1,rice,chili peppers
1204,CoRel1,rice,hoisin sauce
1205,CoRel1,rice,spicy mayo
1206,CoRel1,rice,bonito flakes
1207,CoRel1,rice,chili paste
1208,CoRel1,rice,hoisin
1209,CoRel1,rice,chili sauce
1210,CoRel1,rice,black pepper
1211,CoRel1,rice,daikon
1212,CoRel1,rice,brown sauce
1213,CoRel1,rice,chili pepper
1214,CoRel1,rice,fish sauce
1215,CoRel1,rice,bok choy
1216,CoRel1,rice,sesame seeds
1217,CoRel1,rice,hot mustard
1218,CoRel1,rice,carrots
1219,CoRel1,rice,pickled
1220,CoRel1,rice,cilantro
1221,CoRel1,rice,boiled egg
1222,CoRel1,rice,vinegar
1223,CoRel1,rice,basil leaves
1224,CoRel1,rice,minced
1225,CoRel1,rice,ponzu sauce
1226,CoRel1,rice,nori
1227,CoRel1,rice,cucumbers
1228,CoRel1,rice,flakes
1229,CoRel1,rice,ground pork
1230,CoRel1,rice,bean sprouts
1231,CoRel1,rice,siracha
1232,CoRel1,rice,wasabi
1233,CoRel1,rice,kimchee
1234,CoRel1,rice,radish
1235,CoRel1,rice,turnips
1236,CoRel1,rice,chives
1237,CoRel1,rice,masago
1238,CoRel1,rice,mustard sauce
1239,CoRel1,rice,shrimp paste
1240,CoRel1,rice,mayonnaise
1241,CoRel1,rice,slightly spicy
1242,CoRel1,rice,coriander
1243,CoRel1,rice,pickled radish
1244,CoRel1,rice,mint leaves
1245,CoRel1,rice,parsley
1246,CoRel1,pork,marrow
1247,CoRel1,pork,liver
1248,CoRel1,pork,duck
1249,CoRel1,pork,bone marrow
1250,CoRel1,pork,pork belly
1251,CoRel1,pork,roasted duck
1252,CoRel1,pork,creamed
1253,CoRel1,pork,braised
1254,CoRel1,pork,beef short ribs
1255,CoRel1,pork,sweetbreads
1256,CoRel1,pork,confit
1257,CoRel1,pork,quail
1258,CoRel1,pork,beef cheek
1259,CoRel1,pork,frog legs
1260,CoRel1,pork,escargots
1261,CoRel1,pork,pork shoulder
1262,CoRel1,pork,pig
1263,CoRel1,pork,short rib
1264,CoRel1,pork,croquettes
1265,CoRel1,pork,chop
1266,CoRel1,pork,pate
1267,CoRel1,pork,polenta
1268,CoRel1,pork,smoked
1269,CoRel1,pork,pork rib
1270,CoRel1,pork,leeks
1271,CoRel1,pork,rabbit
1272,CoRel1,pork,porky
1273,CoRel1,pork,peppered
1274,CoRel1,pork,brown butter
1275,CoRel1,pork,lastly
1276,CoRel1,pork,wild boar
1277,CoRel1,pork,seabass
1278,CoRel1,pork,absolutely divine
1279,CoRel1,pork,cassoulet
1280,CoRel1,pork,sweet corn
1281,CoRel1,pork,steak tartare
1282,CoRel1,pork,succulent
1283,CoRel1,pork,fois gras
1284,CoRel1,pork,squash
1285,CoRel1,pork,seared foie gras
1286,CoRel1,pork,crispy skin
1287,CoRel1,pork,fried squid
1288,CoRel1,pork,tongue
1289,CoRel1,pork,braised short rib
1290,CoRel1,pork,rinds
1291,CoRel1,pork,pan seared
1292,CoRel1,pork,barbecued
1293,CoRel1,pork,delectable
1294,CoRel1,pork,tartar
1295,CoRel1,spicy,chilli
1296,CoRel1,spicy,sriracha
1297,CoRel1,spicy,chili sauce
1298,CoRel1,spicy,chili
1299,CoRel1,spicy,pepper
1300,CoRel1,spicy,salt
1301,CoRel1,spicy,tamarind
1302,CoRel1,spicy,ghost
1303,CoRel1,spicy,ketchup
1304,CoRel1,spicy,shakers
1305,CoRel1,spicy,tabasco
1306,CoRel1,spicy,sriracha sauce
1307,CoRel1,spicy,oil
1308,CoRel1,spicy,chili peppers
1309,CoRel1,spicy,hot sauce
1310,CoRel1,spicy,hot pepper
1311,CoRel1,spicy,spice
1312,CoRel1,spicy,chili pepper
1313,CoRel1,spicy,seasoning
1314,CoRel1,spicy,franks
1315,CoRel1,spicy,wing sauce
1316,CoRel1,spicy,siracha
1317,CoRel1,spicy,drown
1318,CoRel1,spicy,hotter
1319,CoRel1,spicy,vinegar
1320,CoRel1,spicy,suicide
1321,CoRel1,spicy,inferno
1322,CoRel1,spicy,rub
1323,CoRel1,spicy,heat
1324,CoRel1,spicy,milder
1325,CoRel1,spicy,mild
1326,CoRel1,spicy,kick
1327,CoRel1,spicy,chili flakes
1328,CoRel1,spicy,red pepper flakes
1329,CoRel1,spicy,shaker
1330,CoRel1,spicy,slather
1331,CoRel1,spicy,extremely hot
1332,CoRel1,spicy,chili powder
1333,CoRel1,spicy,black pepper
1334,CoRel1,spicy,extra spicy
1335,CoRel1,spicy,hot mustard
1336,CoRel1,spicy,dry rub
1337,CoRel1,spicy,chili paste
1338,CoRel1,spicy,extra hot
1339,CoRel1,spicy,seasonings
1340,CoRel1,spicy,douse
1341,CoRel1,spicy,grease
1342,CoRel1,spicy,chilies
1343,CoRel1,spicy,paprika
1344,CoRel1,spicy,zip
1345,CoRel1,spicy,vindaloo
1346,CoRel1,spicy,roti
1347,CoRel1,spicy,biryani
1348,CoRel1,spicy,tikka masala
1349,CoRel1,spicy,perfectly spiced
1350,CoRel1,spicy,korma
1351,CoRel1,spicy,naan
1352,CoRel1,spicy,chicken tikka masala
1353,CoRel1,spicy,saag
1354,CoRel1,spicy,tandoori chicken
1355,CoRel1,spicy,kofta
1357,CoRel1,spicy,tandoori
1358,CoRel1,spicy,lamb vindaloo
1359,CoRel1,spicy,paneer
1360,CoRel1,spicy,jerk
1361,CoRel1,spicy,karahi
1362,CoRel1,spicy,chicken kabob
1363,CoRel1,spicy,lamb curry
1364,CoRel1,spicy,chicken tikka
1365,CoRel1,spicy,samosas
1366,CoRel1,spicy,kabobs
1367,CoRel1,spicy,kabob
1368,CoRel1,spicy,shawarma
1369,CoRel1,spicy,tikka
1370,CoRel1,spicy,kebabs
1371,CoRel1,spicy,goat
1372,CoRel1,spicy,daal
1373,CoRel1,spicy,falafels
1374,CoRel1,spicy,samosa
1375,CoRel1,spicy,masala
1376,CoRel1,spicy,thali
1377,CoRel1,spicy,falafel wrap
1378,CoRel1,spicy,mutton
1379,CoRel1,spicy,kebab
1380,CoRel1,spicy,falafel
1381,CoRel1,spicy,kabab
1382,CoRel1,spicy,baba ganoush
1383,CoRel1,spicy,schwarma
1384,CoRel1,spicy,mixed grill
1385,CoRel1,spicy,palak paneer
1386,CoRel1,spicy,aloo gobi
1387,CoRel1,spicy,pakoras
1388,CoRel1,spicy,dosa
1389,CoRel1,spicy,kafta
1390,CoRel1,spicy,biriyani
1391,CoRel1,spicy,gyro
1392,CoRel1,spicy,aloo
1393,CoRel1,spicy,malai kofta
1394,CoRel1,spicy,naans
1395,CoRel1,spicy,kung pao chicken
1396,CoRel1,spicy,orange chicken
1397,CoRel1,spicy,lo mein
1398,CoRel1,spicy,chicken balls
1399,CoRel1,spicy,tso
1400,CoRel1,spicy,chow mein
1401,CoRel1,spicy,chicken lo mein
1402,CoRel1,spicy,mongolian
1403,CoRel1,spicy,egg rolls
1404,CoRel1,spicy,potstickers
1405,CoRel1,spicy,egg roll
1406,CoRel1,spicy,won ton soup
1407,CoRel1,spicy,crab puffs
1408,CoRel1,spicy,fried rice
1409,CoRel1,spicy,hot sour soup
1410,CoRel1,spicy,sour
1411,CoRel1,spicy,noodle soup
1412,CoRel1,spicy,wonton
1413,CoRel1,spicy,chow mien
1414,CoRel1,spicy,rangoon
1415,CoRel1,spicy,rangoons
1416,CoRel1,spicy,egg foo young
1417,CoRel1,spicy,teriyaki
1418,CoRel1,spicy,general tao
1419,CoRel1,spicy,fried wontons
1420,CoRel1,spicy,chop suey
1421,CoRel1,spicy,pad see ew
1422,CoRel1,spicy,kung pao
1423,CoRel1,spicy,pan fried noodles
1424,CoRel1,spicy,general tao chicken
1425,CoRel1,spicy,pot stickers
1426,CoRel1,spicy,spring roll
1427,CoRel1,spicy,chow fun
1428,CoRel1,spicy,sweet sour
1429,CoRel1,spicy,spring rolls
1430,CoRel1,spicy,fried dumplings
1431,CoRel1,spicy,eggrolls
1432,CoRel1,spicy,wontons
1433,CoRel1,spicy,bbq pork
1434,CoRel1,spicy,pan fried dumplings
1435,CoRel1,spicy,tom yum
1436,CoRel1,spicy,chilli chicken
1437,CoRel1,spicy,saimin
1438,CoRel1,spicy,satay
1439,CoRel1,spicy,eggroll
1440,CoRel1,spicy,broccoli
1441,CoRel1,spicy,szechwan
1442,CoRel1,spicy,yakisoba
1443,CoRel1,spicy,pad thai
1444,CoRel1,spicy,vermicelli
1445,CoRel1,spicy,tomatillo
1446,CoRel1,spicy,habanero
1447,CoRel1,spicy,guac
1448,CoRel1,spicy,chile
1449,CoRel1,spicy,pico
1450,CoRel1,spicy,salsa verde
1451,CoRel1,spicy,crema
1452,CoRel1,spicy,carne
1453,CoRel1,spicy,queso
1454,CoRel1,spicy,el
1455,CoRel1,spicy,guacamole
1456,CoRel1,spicy,mole
1457,CoRel1,spicy,al pastor tacos
1458,CoRel1,spicy,frijoles
1459,CoRel1,spicy,papas
1460,CoRel1,spicy,jalapeno
1461,CoRel1,spicy,pico de gallo
1462,CoRel1,spicy,fundido
1463,CoRel1,spicy,jalape
1464,CoRel1,spicy,verde
1465,CoRel1,spicy,tostadas
1466,CoRel1,spicy,camarones
1467,CoRel1,spicy,fresca
1468,CoRel1,spicy,burro
1469,CoRel1,spicy,barbacoa
1470,CoRel1,spicy,el pastor
1471,CoRel1,spicy,queso fresco
1472,CoRel1,spicy,street corn
1473,CoRel1,spicy,elote
1474,CoRel1,spicy,al pastor
1475,CoRel1,spicy,cabeza
1476,CoRel1,spicy,pastor
1477,CoRel1,spicy,salsas
1478,CoRel1,spicy,asada tacos
1479,CoRel1,spicy,carne asada
1480,CoRel1,spicy,chile verde
1481,CoRel1,spicy,baja
1482,CoRel1,spicy,roasted corn
1483,CoRel1,spicy,sopes
1484,CoRel1,spicy,serrano
1485,CoRel1,spicy,gordita
1486,CoRel1,spicy,street tacos
1487,CoRel1,spicy,tostada
1488,CoRel1,spicy,mexicana
1489,CoRel1,spicy,salsa
1490,CoRel1,spicy,carnitas
1491,CoRel1,spicy,cilantro
1492,CoRel1,spicy,lengua
1493,CoRel1,spicy,enchiladas
1494,CoRel1,spicy,sesame oil
1495,CoRel1,spicy,rice cakes
1496,CoRel1,spicy,pickled
1497,CoRel1,spicy,soy sauce
1498,CoRel1,spicy,radish
1499,CoRel1,spicy,ginger
1500,CoRel1,spicy,cucumber
1501,CoRel1,spicy,daikon
1502,CoRel1,spicy,garnishes
1503,CoRel1,spicy,garnish
1504,CoRel1,spicy,soya sauce
1505,CoRel1,spicy,julienned
1506,CoRel1,spicy,pickled radish
1507,CoRel1,spicy,fermented
1508,CoRel1,spicy,hard boiled egg
1509,CoRel1,spicy,plum
1510,CoRel1,spicy,lemon juice
1511,CoRel1,spicy,seaweed
1512,CoRel1,spicy,bonito flakes
1513,CoRel1,spicy,roe
1514,CoRel1,spicy,shreds
1515,CoRel1,spicy,cucumbers
1516,CoRel1,spicy,garnished
1517,CoRel1,spicy,boiled egg
1518,CoRel1,spicy,citrus
1519,CoRel1,spicy,seeds
1520,CoRel1,spicy,grapefruit
1521,CoRel1,spicy,hoisin
1522,CoRel1,spicy,wasabi
1523,CoRel1,spicy,beets
1524,CoRel1,spicy,mint leaves
1525,CoRel1,spicy,preserved
1526,CoRel1,spicy,tobiko
1527,CoRel1,spicy,pickled vegetables
1528,CoRel1,spicy,chilled
1529,CoRel1,spicy,scallions
1530,CoRel1,spicy,bean sprouts
1531,CoRel1,spicy,yuzu
1532,CoRel1,spicy,watercress
1533,CoRel1,spicy,slivers
1534,CoRel1,spicy,bok choy
1535,CoRel1,spicy,briny
1536,CoRel1,spicy,oranges
1537,CoRel1,spicy,leaf
1538,CoRel1,spicy,hoisin sauce
1539,CoRel1,spicy,coriander
1540,CoRel1,spicy,iceberg
1541,CoRel1,spicy,hot mustard
1542,CoRel1,spicy,celery
1543,CoRel1,spicy,carrots
1544,CoRel1,spicy,unagi
1545,CoRel1,spicy,gyoza
1546,CoRel1,spicy,takoyaki
1547,CoRel1,spicy,nigiri
1548,CoRel1,spicy,eel
1549,CoRel1,spicy,udon
1550,CoRel1,spicy,tako
1551,CoRel1,spicy,katsu
1552,CoRel1,spicy,aburi
1553,CoRel1,spicy,toro
1554,CoRel1,spicy,rainbow roll
1555,CoRel1,spicy,sushi roll
1556,CoRel1,spicy,hamachi
1557,CoRel1,spicy,sashimi platter
1558,CoRel1,spicy,ebi
1559,CoRel1,spicy,tataki
1560,CoRel1,spicy,uni
1561,CoRel1,spicy,chicken karaage
1562,CoRel1,spicy,spider roll
1563,CoRel1,spicy,maki
1564,CoRel1,spicy,dynamite roll
1565,CoRel1,spicy,dragon roll
1566,CoRel1,spicy,yakitori
1567,CoRel1,spicy,yellow tail
1568,CoRel1,spicy,chirashi
1569,CoRel1,spicy,hamachi kama
1570,CoRel1,spicy,yellowtail sashimi
1571,CoRel1,spicy,handroll
1572,CoRel1,spicy,pork belly
1573,CoRel1,spicy,sashimi
1574,CoRel1,spicy,donburi
1575,CoRel1,spicy,spicy tuna roll
1576,CoRel1,spicy,hand roll
1577,CoRel1,spicy,salmon belly
1578,CoRel1,spicy,agedashi tofu
1579,CoRel1,spicy,tamago
1580,CoRel1,spicy,maguro
1581,CoRel1,spicy,spicy salmon roll
1582,CoRel1,spicy,soft shell crab
1583,CoRel1,spicy,miso
1584,CoRel1,spicy,special rolls
1585,CoRel1,spicy,tempura
1586,CoRel1,spicy,salmon nigiri
1587,CoRel1,spicy,nigiri sushi
1588,CoRel1,spicy,sea urchin
1589,CoRel1,spicy,cod
1590,CoRel1,spicy,lobster roll
1591,CoRel1,spicy,tuna roll
1592,CoRel1,spicy,scallop
1593,CoRel1,spicy,yaki
1594,CoRel1,spicy,mushrooms
1595,CoRel1,spicy,green peppers
1596,CoRel1,spicy,mozzarella
1597,CoRel1,spicy,tomatoes
